sku,product_name,category,fabric,color,size,price_inr,special_offer,product_details
VAS-MEN-287,Casual Linen Breathable Summer Shirt in Wine Burgundy,Men Western - Casual Shirt,100% Pure Linen,Wine Burgundy,Custom Tailored Available,"2,034",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Wine Burgundy | Available Sizes: Custom Tailored Available | Price: INR 2,034 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-288,Casual Linen Breathable Summer Shirt in Teal Green,Men Western - Casual Shirt,100% Pure Linen,Teal Green,"M, L, XL, XXL","1,946",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Teal Green | Available Sizes: M, L, XL, XXL | Price: INR 1,946 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-289,Casual Linen Breathable Summer Shirt in Gold Metallic,Men Western - Casual Shirt,100% Pure Linen,Gold Metallic,"XS, S, M, L, XL","2,306",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Gold Metallic | Available Sizes: XS, S, M, L, XL | Price: INR 2,306 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-290,Casual Linen Breathable Summer Shirt in Navy Blue,Men Western - Casual Shirt,100% Pure Linen,Navy Blue,Custom Tailored Available,"3,367",Free Express Shipping Across India,"Fabric: 100% Pure Linen | Color: Navy Blue | Available Sizes: Custom Tailored Available | Price: INR 3,367 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-291,Raw Denim Stretch Tapered Jeans in Maroon,Men Western - Jeans,Heavyweight Denim,Maroon,"XS, S, M, L, XL","1,574",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Maroon | Available Sizes: XS, S, M, L, XL | Price: INR 1,574 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-292,Raw Denim Stretch Tapered Jeans in Pastel Pink,Men Western - Jeans,Heavyweight Denim,Pastel Pink,"S, M, L, XL, XXL, 3XL","1,644",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Pastel Pink | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,644 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-293,Raw Denim Stretch Tapered Jeans in Emerald Green,Men Western - Jeans,Heavyweight Denim,Emerald Green,"XS, S, M, L, XL","1,258",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Emerald Green | Available Sizes: XS, S, M, L, XL | Price: INR 1,258 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-294,Raw Denim Stretch Tapered Jeans in Royal Blue,Men Western - Jeans,Heavyweight Denim,Royal Blue,"S, M, L, XL, XXL, 3XL","1,463",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Royal Blue | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,463 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-295,Raw Denim Stretch Tapered Jeans in Mustard Yellow,Men Western - Jeans,Heavyweight Denim,Mustard Yellow,"XS, S, M, L, XL","1,496",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Mustard Yellow | Available Sizes: XS, S, M, L, XL | Price: INR 1,496 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-296,Raw Denim Stretch Tapered Jeans in Ivory White,Men Western - Jeans,Heavyweight Denim,Ivory White,"S, M, L, XL, XXL, 3XL","2,389",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Ivory White | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 2,389 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-297,Raw Denim Stretch Tapered Jeans in Wine Burgundy,Men Western - Jeans,Heavyweight Denim,Wine Burgundy,Custom Tailored Available,"1,408",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Wine Burgundy | Available Sizes: Custom Tailored Available | Price: INR 1,408 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-298,Raw Denim Stretch Tapered Jeans in Teal Green,Men Western - Jeans,Heavyweight Denim,Teal Green,Free Size (Semi-Stitched),"2,096",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Teal Green | Available Sizes: Free Size (Semi-Stitched) | Price: INR 2,096 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-299,Raw Denim Stretch Tapered Jeans in Gold Metallic,Men Western - Jeans,Heavyweight Denim,Gold Metallic,"S, M, L, XL, XXL, 3XL","1,365",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Gold Metallic | Available Sizes: S, M, L, XL, XXL, 3XL | Price: INR 1,365 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
VAS-MEN-300,Raw Denim Stretch Tapered Jeans in Navy Blue,Men Western - Jeans,Heavyweight Denim,Navy Blue,Free Size (Semi-Stitched),"2,752",Free Express Shipping Across India,"Fabric: Heavyweight Denim | Color: Navy Blue | Available Sizes: Free Size (Semi-Stitched) | Price: INR 2,752 | Offer: Free Express Shipping Across India | Delivery: 3-5 Business Days"
